clause_id,clause_type,contract_name,text,char_len
tfc_015_182966,Termination For Convenience,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.pdf","This Agreement may be canceled at any time without cause, by either party upon ninety (90) days written notice to the other party.",130
tfc_016_3eea78,Termination For Convenience,EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT.PDF,"Upon the occurrence of any of the following,      Distributor may terminate the Term by giving WGT written notice of such      termination;<omitted>for convenience whether or not extended beyond the Initial Term, provided      Distributor gives WGT thirty (30) days' advance written notice and, within      such thirty (30) day period, Distributor pays to WGT a lump-sum payment      equal to fifty (50%) of the unpaid balance of cumulative Guaranteed Minimum      Purchase amounts.",482
tfc_017_c59d29,Termination For Convenience,ExactSciencesCorp_20180822_8-K_EX-10.1_11331629_EX-10.1_Promotion Agreement.pdf,"After the date that is eighteen (18) months after the Effective Date, either Party may terminate this Agreement upon six (6) months prior written notice to the other Party.",172
tfc_018_99e11f,Termination For Convenience,TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT.PDF,This AGREEMENT and the licence granted hereunder shall terminate should any   of the following events occur:   6. 2. 1.        30 (thirty) days after TELKOM gives SAP AFRICA written notice of   TELKOM's wish to terminate this AGREEMENT for any reason. Any such   termination shall be subject to accrued rights and obligations but only after   payment of all Licence and Maintenance Fees then due and owing;,406
tfc_019_d84096,Termination For Convenience,"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT.PDF",Either Consultant or Company may terminate this Agreement upon prior written notice thereof to the other party.,111
tfc_020_8561e6,Termination For Convenience,"Sonos, Inc. - Manufacturing Agreement .PDF",Either Party may terminate this Agreement hereunder for any reason at its convenience upon one hundred eighty (180) days prior written notice.,142
tfc_021_8c61c8,Termination For Convenience,GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT.PDF,"Notwithstanding the provisions of Section 1 hereof, the Sponsor shall have the right at any time prior to  December 31, 2010 to terminate this Agreement by giving written notice of such termination to Racing.",208
tfc_022_c35f27,Termination For Convenience,DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT.PDF,"After the first year and upon 180 days written notice, Reseller may terminate the AMC.",86
tfc_023_e6747d,Termination For Convenience,AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.34_11788308_EX-10.34_Sponsorship Agreement.pdf,Each Party may also terminate the Agreement for convenience after Contract Year 2<omitted>by providing written notice to the other Party at least sixty (60) calendar days prior to the effective date of such termination,218
tfc_024_3b4d23,Termination For Convenience,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF","Bellicum may terminate this Agreement or a particular Module upon ninety (90) days written notice to Miltenyi: 1) if Bellicum, in its sole and absolute discretion, discontinues or indefinitely suspends the development and/or commercialization of the Bellicum Product(s) or 2) without cause for any reason or no reason.",318
tfc_025_7b9f5d,Termination For Convenience,"GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT.PDF",The Engagement Letter shall provide that the Bank may terminate its engagement at any time upon not less than 45 days' prior written notice to the other Parties.,161
tfc_026_10ff99,Termination For Convenience,"IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP AGREEMENT.PDF",ISO may terminate this Agreement prior to its expiration for cause upon prior written notice to SERVICERS as follows:<omitted>(j)   At any time upon one hundred eighty (180) days prior written notice to the SERVICERS with no penalty.,233
tfc_027_405509,Termination For Convenience,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement.pdf,"The Agreement rests, for all that, cancellable at any time by any of the parties before the expiry date of the Agreement or any of itsrenewals, upon three months prior written notice.",183
tfc_028_008c3d,Termination For Convenience,CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement.pdf,"Licensee may terminate this Agreement for convenience upon eighteen (18) months' advance written notice to Bioeq; provided, however, that any such termination for convenience shall not become effective prior to twelve (12) months after the First Commercial Sale of the first Licensed Product.",292
tfc_029_134a4c,Termination For Convenience,ICORECONNECTINC_10_13_2010-EX-7.1-Strategic Alliance Agreement.PDF,"Both parties may terminate this Agreement upon ninety (""90"") days written notice to the other party at the address stated in this Agreement as per section 3 above.",163
tfc_030_3b5ff4,Termination For Convenience,OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.PDF,"Customer may elect to terminate this Agreement for any reason upon six months written notice to Metavante, provided Customer shall pay Metavante the ""Termination Fee"" defined and computed in accordance with the table below.",223
tfc_031_1fba70,Termination For Convenience,MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License Agreement.pdf,"COMPANY may, in its unfettered discretion, terminate this Agreement at any time after first givingCONTENT PROVIDER ten (10) days advance notice thereof.",152
tfc_032_c3a0ce,Termination For Convenience,TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT.PDF,"M&I may, at any time, withdraw any of the Services (other than the Core Services) upon providing ninety (90) days' prior written notice to Customer.",148
tfc_033_8d1709,Termination For Convenience,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.PDF,"However, any Party may terminate its participation in this Agreement at the end of the Initial Period or any time thereafter by giving not less than one (1) year's prior notice thereof, in writing, to the other Parties.",219
tfc_034_b3bf00,Termination For Convenience,"CORALGOLDRESOURCES,LTD_05_28_2020-EX-4.1-CONSULTING AGREEMENT.PDF","This Agreement can be terminated at any time prior to the expiry of the Term, as follows: (a) by the Consultant electing to give the Company not less than 3 months prior notice of such termination;

(b) by the Company electing to give the Consultant 3 months prior notice of such termination along with a termination payment equal to the annual Consulting Fee;",360
tfc_035_7b91d4,Termination For Convenience,TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT.PDF,"Customer may terminate this Agreement during the Term upon at least one (1) years' written notice to M&I, provided that Customer pays M&I an early termination fee (""Termination for Convenience Fee"") in an amount equal to REDACTED of the Estimated Remaining Value.",263
tfc_036_784abb,Termination For Convenience,"PAXMEDICA,INC_07_02_2020-EX-10.12-Master Service Agreement.PDF",Client may terminate this Agreement on thirty (30) days written notice without cause.,85
tfc_037_91770d,Termination For Convenience,INGEVITYCORP_05_16_2016-EX-10.5-INTELLECTUAL PROPERTY AGREEMENT.PDF,"This Agreement may be terminated at any time prior to the Effective Time by Parent, in its sole and absolute discretion, without the approval or consent of<omitted>any other Person, including SpinCo.",199
tfc_038_1d9c5f,Termination For Convenience,"FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration Agreement.PDF","Roche shall have the right to terminate the Agreement in its entirety, or on a Work Stream-by-Work Stream basis, except for the ctDNA Work Stream, upon […***…] prior written notice, without cause.",196
tfc_039_819437,Termination For Convenience,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT.PDF,The Company will have the ability to terminate this Agreement by giving 60 days' prior  written notice to the Contractor.,121
tfc_040_79707c,Termination For Convenience,TALCOTTRESOLUTIONLIFEINSURANCECO-SEPARATEACCOUNTTWELVE_04_30_2020-EX-99.8(L)-SERVICE AGREEMENT.PDF,"This Agreement shall terminate (a) at the option of any party, upon 90 days' advance written notice to the other parties hereto;",128
tfc_041_2bb745,Termination For Convenience,SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT.PDF,"Following expiry of the initial period described in Clause 15 above, DCL or SEV giving not less than six months notice in  writing may terminate this Agreement.",160
tfc_042_1f0c35,Termination For Convenience,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.pdf,"Bank of America may terminate Maintenance Services for convenience at any time in accordance with the Section entitled ""Termination"" of the Agreement.",150
tfc_043_ff2a7b,Termination For Convenience,DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT.PDF,"This Agreement may be terminated at any time, without the payment of any penalty, with respect to any series or the Trust, by the Board of Trustees of the Trust, or by the Sponsor, in each case on not less than 60 days' written notice to the other party.",254
tfc_044_32631f,Termination For Convenience,ABILITYINC_06_15_2020-EX-4.25-SERVICES AGREEMENT.PDF,"Each of the Recipient and the Provider may, in their sole discretion, terminate this Agreement in whole or in part, at any time without cause, and without liability except, in the case of the Recipient, for required payment for services rendered and reimbursement for authorized expenses incurred, by providing at least 90 (ninety) days' prior written notice to the other party (such date, the ""Services Termination Date"").",423
tfc_045_c4b603,Termination For Convenience,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.pdf",This Agreement may be terminated at any time without cause by either party upon ninety (90) days written notice to the other party.,131
tfc_046_7667dc,Termination For Convenience,MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF,Either party may terminate this Agreement by providing [*] month's written       notice to the other.,101
tfc_047_d4e9a6,Termination For Convenience,"FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration Agreement.PDF","With regard to the CDx Development Program, Roche shall also have the right to terminate, without cause, the development of an Approved Marker and/or an Investigational Marker for inclusion in a CDx Assay, upon […***…] prior written notice; provided however that this right shall expire with respect to each Approved Marker for inclusion in a particular CDx Assay at such time as FMI has completed analytical validation for such Approved Marker.",445
tfc_048_7afb0d,Termination For Convenience,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement1.pdf,"In addition to the rights of Bank of America set forth in this Section, (a) If Bank of America terminates any Product License Schedule for material default by Supplier prior to the Acceptance Date of the Software, Bank of America shall be entitled to a full refund, within thirty (30) calendar days after notice of termination, of all license fees, Maintenance Fees and other fees paid<omitted>hereunder; and (b) Bank of America may terminate Maintenance Services under any Product License Schedule or Order for convenience at any time, and Bank of America shall then have no obligation to pay any additional Maintenance Fees, other than for Maintenance Services performed through the date of termination.",705
tfc_049_a44068,Termination For Convenience,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF,"Unless sooner terminated in accordance with the provisions hereof, the initial term of this Agreement (""Initial Term"") will be ten (10) years from the Effective Date, provided that at any time following the 7th anniversary of such date, either party may terminate such strategic alliance upon not less than 60 days' prior written notice to the other party.",356
tfc_050_946269,Termination For Convenience,HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT - Escrow Agreement.pdf,NCC may terminate this Agreement by giving 60 days written notice to             the Owner and the Licensee.,108
tfc_051_17848b,Termination For Convenience,UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement.pdf,This Agreement  shall become  effective on the Effective Date      and shall  continue in effect until  either  Party  informs the other Party      with thirty (30) day prior written notice of termination of this Agreement.,223
tfc_052_6da021,Termination For Convenience,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.pdf,"Except as agreed by the Parties in writing or as otherwise stated in the Exhibits, Company may terminate for convenience any Transition Service, and RGHI may terminate for convenience any Reverse Transition Service, upon 30 days' prior written notice of such termination; provided, (a) that, with respect to the Services described in Section G1 of Exhibit A, unless otherwise indicated therein, those Services may not be terminated independently except in accordance with an agreed Migration Plan and, (b) any unamortized costs associated with Provider's purchase of any license or other costs incurred specifically for the purpose of providing the Services hereunder will be passed through to the Terminating Party.",716
tfc_053_6ef194,Termination For Convenience,BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement.PDF,"Customer may terminate this Agreement (including all Service Option Attachments) or any Service Option Attachment (with the exception of any Service Option Attachment that is a prerequisite for the provision of Services under a non-terminated Service Option Attachment) for convenience at the end of any calendar month by:

a.    providing at least one month's prior written notice to IBM; and

b.    paying the applicable early termination charges, if any, specified in       Attachment A and applicable Service Option Attachments.",532
tfc_054_ef1019,Termination For Convenience,CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT.PDF,"provided that (a) either party may terminate this Agreement,      effective at any time after the first three

       months of the Term, by giving 30 days' written notice of termination to the      other party,",211
tfc_055_89e34d,Termination For Convenience,PalmerSquareCapitalBdcInc_20200116_10-12GA_EX-10.6_11949289_EX-10.6_Trademark License Agreement.pdf,This Agreement shall be terminable<omitted>by Licensor or Licensee upon sixty (60) days' written notice to the other party;,123
tfc_056_ce74c3,Termination For Convenience,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.pdf,Either Party shall have the right to terminate this Agreement before the end of the Term for its convenience upon [***] written notice to the other Party (and any such termination shall become effective at the end of such [***]); [***].,236
tfc_057_7605fc,Termination For Convenience,"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT.PDF",This Agreement shall terminate immediately upon the occurrence of any of the following events:<omitted>(c) ninety (90) days following the date the Company gives CONSULTANT written notice of termination for any or no reason; or (d) CONSULTANT may terminate this Agreement by giving ninety (90) days' written notice to REIT.,322
tfc_058_088bca,Termination For Convenience,"PACIRA PHARMACEUTICALS, INC. - A&R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .PDF","At any time after July 1, 2015, PPI shall have the right, exercisable upon sixty (60) days prior written notice to EKR, to terminate the Lease Term and repurchase the Transferred Equipment from EKR, subject to payment by PPI to EKR within five (5) days of such  notice of any principal paid by EKR under the Promissory Note, which if exercised shall result in the termination of the Step-in Right  set forth in Section 17.5.",424
tfc_059_082fb9,Termination For Convenience,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1.pdf,"We may terminate your right to provide products and services to a Major Account customer at any time by giving you at least 30 days' prior written notice, and you may terminate your right to provide products and services to a Major Account at any time by giving us at least 30 days' prior written notice.",304
tfc_060_fee1a7,Termination For Convenience,EMERALDHEALTHTHERAPEUTICSINC_06_10_2020-EX-4.5-CONSULTING AGREEMENT - DR. GAETANO MORELLO N.D. INC..PDF,The Company may terminate this Agreement and the engagement of the Contractor without Cause at any time on 30 days prior written notice.,136
tfc_061_7d1f5f,Termination For Convenience,PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.pdf,The Agreement may be terminated by both Parties with a notification period of *** before the end of the Initial Term of the Agreement.,134
tfc_062_e9a433,Termination For Convenience,"FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration Agreement.PDF","With regard to the Molecular Information Platform Program, Roche shall have the right to terminate without cause either or both of the Sample Profiling or Molecular Information Database Access activities individually.",217
tfc_063_6033ae,Termination For Convenience,XinhuaSportsEntertainmentLtd_20070221_F-1_EX-99.4_645553_EX-99.4_Content License Agreement.pdf,XFN may terminate this Agreement by giving thirty (30) days written notice      to the CEIS.,92
tfc_064_a7169b,Termination For Convenience,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement.PDF,"Subject to the provisions of 11.1, Dynamic Hearing may terminate this Agreement upon three (3) months written notice  to IntriCon of such termination.",150
tfc_065_a25eed,Termination For Convenience,LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT.PDF,Either party may terminate this agreement by providing Ninety days Written Notice.,82
tfc_066_7b7054,Termination For Convenience,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF,"provided that at any time following the 7th anniversary of such date, either party may terminate such strategic alliance upon not less than 60 days' prior written notice to the other party.",189
tfc_067_33f025,Termination For Convenience,SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT.PDF,The Company may terminate Consultant's engagement at any time by giving Consultant 60 days prior written Notice of the termination.,131
tfc_068_d7e012,Termination For Convenience,DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF,Dragon may terminate this agreement without cause by giving sixty (60) days written notice to MMI.,98
tfc_069_99101d,Termination For Convenience,BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement.PDF,"If Customer disagrees with any such changes, Customer may in its sole discretion terminate this Agreement (or some or all of the affected Service Option Attachments) without the payment of termination charges upon notice to IBM at least thirty (30) days prior to the effective date of the applicable change.",307
coc_000_bcda2e,Change Of Control,XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement.pdf,"Subject to the foregoing, this Agreement shall be binding upon and inure to the benefit of the Parties hereto and their respective permitted successors and assigns; provided, however, Calm may, without the prior written consent of XSPA, assign or otherwise transfer its rights and obligations to an affiliate of Calm or the acquirer of all or substantially all of the assets of Calm; provided, however, that the prior written consent of XSPA shall be required in connection with the assignment to an acquirer of all or substantially all of the assets of Calm if such acquirer's primary business is an airport-based provider of spa services.",640
coc_001_19dee8,Change Of Control,"HOSPITALITYINVESTORSTRUST,INC_04_07_2014-EX-10.26-FRANCHISE AGREEMENT.PDF","Any proposed Transfer that is not described in Subsection 13.2.1 or 13.2,2 is a Change of Ownership Transfer.",109
coc_002_8be40e,Change Of Control,NlsPharmaceuticsLtd_20200228_F-1_EX-10.14_12029046_EX-10.14_Development Agreement.pdf,"In the event of a Change of Control of the Licensee, the Agreement may be terminated by Licensor with immediate effect without any compensation to Licensee or to any other parties.",180
coc_003_ff40fa,Change Of Control,"PACIRA PHARMACEUTICALS, INC. - A&R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .PDF","Offsets and/or repayment of the Advanced Royalty Payment shall commence on [**] and shall continue, unless sooner  paid, through [**] (the ""Royalty Offset Period"") and such offsets will be taken by EKR (and such repayment will be made  by PPI) as follows:<omitted>(iii) upon any Change of Control (as defined in Section 20.4) of PPI, by repayment to EKR in full of the balance of the  Advanced Royalty Payment not previously used for offsets, which payment shall be made to EKR by PPI within ten  (10) days after the closing date (without any conditions) of any such Change of Control.",585
coc_004_12f358,Change Of Control,HealthcentralCom_19991108_S-1A_EX-10.27_6623292_EX-10.27_Co-Branding Agreement.pdf,Either party may terminate this Agreement upon 30 days written notice if      either Party's corporate structure has undergone a material ownership      change such that its corporate interests are then in conflict with the      corporate interests of the other Party;,268
coc_005_d6ec2a,Change Of Control,PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF,"No Party shall assign this Agreement or any  rights or obligations hereunder or, except as expressly set forth in the Agreement with respect to the PHL Services  and Investors Capital Services, delegate any of their respective duties and obligations hereunder, without the prior  written consent of the other Parties, which, in view of the unique and specialized nature of each Party's obligations  hereunder, may be declined by any Investors Capital Party on the one hand or any PHL Party, on the other hand, as  the case may be, for any reason. Any attempted assignment or delegation in violation of this Section shall be void.  A Change of Control, as defined below, shall be considered an assignment under this Section 16.01 and Sections  16.02.1(c) (4) and 16.02.1(e)(4).",776
coc_006_3eb4a2,Change Of Control,WestPharmaceuticalServicesInc_20200116_8-K_EX-10.1_11947529_EX-10.1_Supply Agreement.pdf,"Promptly after any public announcement regarding any proposed transaction that would result in a Change in Circumstances, Buyer shall notify Seller, in writing, of the nature of such transaction, the parties thereto and the proposed date of consummation.",254
coc_007_680196,Change Of Control,"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement.PDF","You agree not to make a transfer (and not to permit any other party to make a transfer) without our prior written consent. 16.4.1.1 As used in this Agreement, the term ""transfer"" is agreed to mean any sale, assignment, conveyance, pledge, encumbrance, merger, creation of a security interest in, and/or giving away of any direct or indirect interest in: (a) this Agreement; (b) you; (c) any or all of your rights and/or obligations under this Agreement; and/or (d) all or substantially all of the assets of the Franchised Business.",531
coc_008_4c3015,Change Of Control,FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.pdf,"Notwithstanding anything else in this Agreement, in the event of termination under this Paragraph 12.04 ExxonMobil may terminate any licenses granted to FCE under this Agreement that would otherwise survive termination, taking into account the circumstances surrounding the Change in Control.",292
coc_009_93782e,Change Of Control,Monsanto Company - SECOND A&R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .PDF,"In addition to its right to terminate this Agreement pursuant to Section 10.9, Monsanto shall have the right to terminate this Agreement by giving the Agent a termination notice specified for each termination event upon the occurrence and continuance of either of the following:

(1) An Event of Default occurring at any time; or<omitted>(2) A Change of Control with respect to Monsanto or a Roundup Sale, in each case, by giving the Agent a notice of termination, such termination to be effective at the end of the fifth (5th) full Program Year after such notice is provided.",576
coc_010_47f5e1,Change Of Control,"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT.PDF","For the  avoidance of doubt, a Change of Control shall be deemed an assignment hereunder unless [ * ] does not exercise its [ * ].",130
coc_011_06c80f,Change Of Control,"VAPOTHERM, INC. - Manufacturing and Supply Agreement.PDF","Notwithstanding anything to the contrary in this Agreement, Medica shall neither enter into an agreement to nor shall consummate (a) any Change of Control or (b) any sale of all or substantially all of its assets relating to the manufacture of the Cartridges unless (a) it provides Vapotherm written notice of any such proposed transaction, which notice shall include the specific terms and conditions of the proposed transaction, including the identify of the proposed acquirer, (b) Medica offers to enter into such transaction with Vapotherm on substantially the same terms and conditions, and (c) with [* * *] days of such notice, Vapotherm declines to accept such offer.",674
coc_012_db9f41,Change Of Control,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.pdf,"Skunkware further agrees that, so long as the Option shall be in           existence (whether or not exercisable), it shall be and remain the           sole Stockholder Licensor, and Licensor shall not issue to any other           person or entity any stock, warrants or similar rights to acquire           equity interests in Licensor.",336
coc_013_e99086,Change Of Control,DYNAMEXINC_06_06_1996-EX-10.4-TRANSPORTATION SERVICES AGREEMENT.PDF,"In the event this Agreement is terminated pursuant to the provisions of         paragraph 19.2, then the Party whose control has changed shall not         enter into an agreement with any other Party to provide services similar         to those provided herein or to provide its services similar to those         provided for herein without an agreement, for a period of twelve (12)         months from the effective date of termination.",437
coc_014_1d0c26,Change Of Control,GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement.pdf,"In addition to and without limiting any other provision of this Agreement, if a Change of Control occurs at any time during the Term, PFHOF shall have the right to terminate this Agreement immediately upon giving notice of such termination to the Village Media Company.",269
coc_015_4f0c58,Change Of Control,BerkshireHillsBancorpInc_20120809_10-Q_EX-10.16_7708169_EX-10.16_Endorsement Agreement.pdf,"In the case of reorganization, merger, consolidation, or sale of all or substantially all of its  assets, any attempt to assign this Agreement other than as permitted above will be null and void.",195
coc_016_291058,Change Of Control,BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT.PDF,This Agreement may be terminated only:<omitted>By the Company if: there is an unacceptable change in the control or management of the Distributor;,146
coc_017_b4924b,Change Of Control,CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement.pdf,"In the event that Vyera experiences a Change of Control with a Third Party that is actively engaged in the Development, Manufacture or Commercialization of a Competitive Product, then, Vyera shall either: (a) within ninety (90) days after the closing of such Change of Control, enter into a binding written agreement to sell, transfer, assign or divest all of Vyera's and/or its Affiliate's rights in and to such Competitive Product to a non-Affiliate Third Party and consummate such sale, transfer, assignment or divestiture of said rights not later than ninety (90) days following the date of the binding Agreement; or (b) within six (6) months after the closing of such Change of Control, terminate any and all Development, Manufacturing, Commercialization and/or other exploitation of such Competitive Product; or (c) terminate this Agreement in accordance with Section 11.2(c).",882
coc_018_66624d,Change Of Control,LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT.PDF,"In addition, Lucid may terminate this agreement by giving the Distributor Written Notice if there is any change of control, ownership or  management of the Distributor.",168
coc_019_028091,Change Of Control,ChinaRealEstateInformationCorp_20090929_F-1_EX-10.32_4771615_EX-10.32_Content License Agreement.pdf,"This Agreement and any rights or authority granted hereunder shall not be assigned or transferred by either Party, including by  operation of law, merger or otherwise, without the express written consent of the other Party, provided that Licensor may assign this Agreement  without consent to any of its Affiliates and Licensee may assign this Agreement without consent to SINA Leju or an Affiliate of Licensee that is  controlled by SINA Leju.",444
coc_020_a528be,Change Of Control,CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement.pdf,"Upon the consummation of such definitive agreement, if Licensee has not then divested all such Competitive Products such that a Competitor Change of Control has occurred, Bioeq may, upon sending written notice to Licensee within sixty (60) days thereafter, terminate this Agreement.",282
coc_021_b07344,Change Of Control,ArconicRolledProductsCorp_20191217_10-12B_EX-2.7_11923804_EX-2.7_Trademark License Agreement.pdf,"Notwithstanding the foregoing, no such consent of Licensor is required under this Agreement in the event of a Change of Control of Licensee so long as: (a) the resulting, surviving or transferee Person assumes all the obligations of the Licensee by operation of Law or pursuant to an agreement in form and substance reasonably satisfactory to the Licensor; and (b) the licenses granted herein shall not be transferrable or sublicensable to Affiliates of such Person unless such Affiliates were Affiliates of Licensee prior to such Change of Control.",549
coc_022_d6467b,Change Of Control,ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT.PDF,"If DIALOG is acquired by a third party, DIALOG's acquirer will have the right, for a period of [***] following closing of such acquisition, to terminate this Agreement upon written notice to ENERGOUS.",200
coc_023_742137,Change Of Control,DYNTEKINC_07_30_1999-EX-10-ONLINE HOSTING AGREEMENT.PDF,"Tadeo will have the right (but not the obligation) to terminate this Agreement and the rights granted to Diplomat hereunder, upon 60 days written notice to Diplomat, following the acquisition of all or substantially all of the assets of Diplomat by any Permitted Assignee (as defined in Section 9(a) of this Agreement), or the acquisition of the beneficial ownership of at least 20% (the ""Threshold"") of the voting power represented by the voting securities of Diplomat, any successor thereto or any Permitted Assignee by any person or<omitted>""group"" within the meaning of Sections 13(d)(3) and 14(d)(2) of the Securities Exchange Act of 1934, as amended (the ""Exchange Act""), or any successor provision to either of the foregoing, including any group acting for the purpose of acquiring, holding or disposing of securities within the meaning of Rule 13d-5(b)(1) under the Exchange Act or any successor provision thereof (a ""group"") other than The Rubin Family Irrevocable Stock Trust U/A dated April 30, 1997, organized under the laws of the State of New York (the ""Trust""), Robert M. Rubin (""Rubin""), or any affiliate of Rubin or the Trust.",1143
coc_024_764d9b,Change Of Control,MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT.PDF,"Franchisee shall                   furnish  Pretzel  Time at the  time of the  execution  of this                   Agreement or of assignment to the  corporation  or partners of                   Franchisee, a written agreement stating that no stockholder or                   partner  will  sell,  assign  or  transfer  voluntarily  or by                   operation  of law  any  securities  of  Franchisee,  or  other                   ownership  interest  in  Franchisee,  to any  person or entity                   other than existing shareholders or partnership, to the extent                   permitted  hereunder,  without  the prior  written  consent of                   Pretzel Time.",696
coc_025_85f452,Change Of Control,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.pdf,"Accordingly, neither you nor any immediate or remote successor to any part of your interest in this Agreement, nor any individual, partnership, corporation, or other legal entity which directly or indirectly owns any interest in you shall not sell, encumber, assign, transfer, convey, pledge, merge, or give away any direct or indirect interest in this Agreement, in you, or in all or substantially all of the assets of the Franchised Business.",444
coc_026_cba57e,Change Of Control,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement.pdf,"If, following Location Acceptance of all Cell Sites, Vendor consummates any Change of Control of Vendor to any Restricted Entity without the prior written consent of AT&T, then AT&T shall have the right, in its sole<omitted>discretion, to (x) immediately terminate the Maintenance Addendum without further liability or obligation (other than payment of Maintenance Fees for Maintenance Services performed prior to the date of such termination), but not this Agreement or the obligation to make the Structured Payments herein; and/or (y) prepay all of the remaining Structured Payments at any time in one lump sum payment without penalty, liability or obligations (including any ""make- whole"" obligation or Close-Out Costs (as such term is defined in the Build Addendum)).",771
